Okay naman mga facemask nakabubble wrap din kaso yung mga box puro lukot at may punit. 8 ako nagorder 12 dumating........,1
"Okay quality. Gaya labg nang nabibili sa palengke. I chose to buy here kasi mas mura pero sobra tagal,bago mareceive.",1
Ok naman medyo lukot lang ang box. Sana nextime hind lukot para maibenta din sya.. peru ok na dn sa murang halaga my mask kana,1
Okay namaan siya but antagal ng shipping and ibaa iba ung pagka blue niya. Kabaycekdoebehebsksneowiagwnelepenshskslshsvsjdmdjfbdhdndndnfjfbfnfkfirbrjdmfofbfbfbfnfmtkrhegsbhf issed j,1
Ok nman Sana Kaso yupi Yung karton pati na rin Yung mga mask medyo lukot................. ,1
Ok naman sakto lang sa presyo. D sya yung 3ply na mask. 1st tym ko maka receive ng wrong color na item grabe d ako maka move on hahahaha 1st time ko ma disappoint basta nakakainis yung wrong color at d nag rerespond na seller yun pala mali ippadala nakkainis basta baket ba?????!!! Katamad i rate!!!!,1
"Okay naman siyaaaaaa. Kaso di nakasealed yung masks, open na plastic lang. Kaya di mo din masure kung gaano kalegit yung masks. Pero mas mura sa dito, dame ko naorder. Would probably order again. Thanks po.",1
"Okay naman siyaaaaaa. Kaso di nakasealed yung masks, open na plastic lang. Kaya di mo din masure kung gaano kalegit yung masks. Pero mas mura sa dito, dame ko naorder. Would probably order again. Thanks po.",1
"Okay naman siyaaaaaa. Kaso di nakasealed yung masks, open na plastic lang. Kaya di mo din masure kung gaano kalegit yung masks. Pero mas mura sa dito, dame ko naorder. Would probably order again. Thanks po.",1
Oka sya. Complete naman. Kaya lang nag worry ako parang ganito yung quality ng mask na nagpa trigger ng skin iritation ko kaya ako nagka pimples sa cheeks. Sana na yun ito para ma satisfy yubg customer ko. Salamat po,1
Okay nmn sya mahirap lng pla dito sa all black d mo madistinguish alin ang front and back…hehe All in all okay nmn sya… On time dn dumating.,1
Ok naman sya nung unang order ko kaso ung dumating ngayon amoy goma ang dami ding putol tas ung package nya mabilis masira natape pa at nadikit sa balot nakakadissapoint lang.,1
"Okay naman yung item, hindi naman gano kanipisan, kaso parang iba amoy nya,... hopefully mawala yung amoy sa katagalan,.. hindi ko kasi sya magamit masakit sa ilong, sana inayos nalang yung packaging baka dajil dun kaya nagkaroon ng amoy yung mask.. Thanks.",1
Okey naman yung pag ship mabilis.. saka na ideliver naman ng maayos.. kaso pag dating sa cellophane nung mask na mismong pinaglalagyan nya parang di ako satisfied tapos yung sa karton naman ng mask ganun din ang lambot nya di namen ma buo yung karton kasi nalulukot na sa sobrang lambot...,1
"Okay naman. Hindi na masama sa presyo. Pero baka di na umulit. Kasi baka hindi na. Pero kung gusto mo bumili, bili ka na. HAHAHAHAHA",1
Okay naman ang deliver mabilis dumating ang problema lang ay ung pagkakabalot ng mga mask hndi okay ang quality. In terms of mask naman manipis para sakin at maluwag.. If youre looking for thick mask definitely not for you.,1
Okay napo sana kaya lang po kulang ng box tsaka open po yung isang pack ng blue. Pero complete yung facemask na 8 yung box lang po talaga kulang. Tsaka po pala WJF po yung brand pagdating sakin walang brand yung box.,1
Oks naman sya nga lamg sira yung isang karton buti nalanh dun sa inorderan kong isang store may pa sobra ng isang box kaya may nalagyan parin ako. ,1
"Okay nman medyo smelly lng hndi kgaya ng iba kong binibili na walang amoy. It's made in China sobrang mura, I hope safe gamitin.",1
Ok Sana may amoy lang,1
"Ok naman yung quality nung face mask, just like the other mask na nabili ko dito sa Shopee. However, 3 stars lang kasi ang tagal bago sumagot ni seller. Super tagal ko inantay yung product, muntik ko na icancel kasi need na namin sa bahay and ang tagal pa mag reply ni Seller. Anyway, Thanks.",1
"Okay na sana e bukas yung zip lock tapos yupi-yupi pa yung karton, sana sinigurado munang nakasara yung plastic. Face mask yan e maraming gagamit!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1
Okay naman siya. Kaso yung kwelyo sa medium size masyadong masikip to the point na para kang nasasakal. Kahit nalabhan na masikip pa din. Hirap tuloy isuot. Yung small size naman okay na din.,1
ok naman yung tshirt kaso mali ang ang dumating na size kasi yung order ko medium pero yung dumating extra large:<,1
I love the t shirts! But they were not able to help me modify my 2 same t-shirt I placed incorrectly. Tried to ask assistance to their chat support to change the “the future” t-shirt to any design or color since i placed 2 tshirts of it.,1
Maganda naman sobrang laki lang sleeve nakiusap ako na kung pwede ireturn kaso ayaw ng seller.. doina den naman mabibili to kaya sa susunod large nalang kukunen ko,1
okay namn yung tshirt kaso yung size is medyo malaki pero maganda give ko muna 2 kasi yung size hindi magkapareho yung size ko medyo malaki kaya hindi ko magamit yung tshirt,1
item received good but the delivery driver was so rude. I just want to file a complaint against the driver. This should not be happen to any customers! ,1
"Easy to apply and nice ng pigment, but mabilis siyang mabura and pagka-apply ko may mga nalagas na hair :< wala talaga ko tiwala but gusto ko itry kasi nagsale at napapanood ko sa fb sa makeup tutorials. ",1
You get what you pay for. I was expecting a cheap product and that's what i got hehe... ,1
"Okay naman yung hitsura nung product, gusot lang yung kahon",1
"Product was shipped with deformed box, highly probable that it wasnt handled well with courier.",1
it was good until one of the headphone part is not functioning well ,1
"okay naman ung item, matagal lang dumating, tsaka di gaano maayos packaging",1
For it's price makukuha mo yung quality ng binayad mo.,1
pero okay naman gumagana hindi nga lang yung ineexpect ko na lakas.,1
pero working nmn sya buti na lng at hindi nasira kng headphone Paki improve po yng packaging ,1
working naman sya kaya lang lukot yung box... hindi secured yung packaging... quality at itsura okay na sa price kaya dont expect too much....,1
"The product works well (delivers good sound), but there seems to be a problem with the headband adjuster, having the other extending good, the other barely not. ",1
Medyo nasira yung box niya. Gumagana naman ng maayos minsan lang parang may glitch. Ok nmn yung quality ng sounds. Di ko lang alam na nalilito ako sa function ng button.,1
"Nabuksan yung box, pero okay naman ang product",1
Very disappointed for the packaging kasi very thin ang bubble wrap at bukas na yung box upon arrival. Pero ok na din sa Php85,1
GOODS NAMAN YUNG ITEM. DI LANG MAAYOS PACKAGING.,1
kala ko malakas yong sounds,1
Ok naman gumagana. di lang nasunod color na inorder ko.,1
the quality is good but the way they pack the item was way too bad,1
"Ok lang sya, hindi maganda pero ok.",1
"medyo sira yung left side nawawala wala, pero ok n lng kc Mura adjust adjust lng konti",1
Ok lang ang quality sa price hndi pala magamit ang mic pag sa computer pang cellphone lng.,1
Ok naman kaso di ko malaman kung nasa tung microphone nya kaya 3 stars muna edit ko kapag nasagot na nila....,1
Ok sana kaso mahina ung sound ng kabila ,1
Ok Naman Pero isa Lang ung gumagana,1
Don't expect very much from it.. sound is ok for its price,1
I've been using it for a week now and ok naman siya kaso ung headphones may static minsan but worth for the prize naman siya,1
"Maganda sana,kaso ung mga tahi nya npka poor quality, as you can see s video at pictures, lahat ng s sleeve ndi maayos ang tahi,even ung sa bandang side ng baba n part,wlang quality control,,sana make a good seller and be responsible sa mga benebenta nyu.make sure n n check nyu mga mga product..",1
Manipis cya.. Be kaya 3 star lng ok ang packaging.. ung items lng low quality..pero maraming salamat paring.. kc ung iba na item ok nagustuhan ko,1
"Ok Naman po Yung tela,Yung tahi lang po Ang Hindi maganda Kasi parang minadali ndi na putol mga sobrang sinulid,then may mga stain po tas minamal na butas...",1
Ok namn xa mejo nahirapan lng ako sa pagbukas at ung kulay parang brown pero ok lng sana lng magustuhan ng pagbibigyan ko. Thank you seller and sa delivery man.,1
"Okay naman ang kaso tabingi yung zipper, 2nd order ko toh pero yung unang order ko okay naman etong pangalwa lang yung tabingi ang zipper.",1
ayos ang price nya for the quality of the product,1
"Okay nmn ung loob, madali lng mabukas ung lock",1
"It's a good product but the color is kind of faded. Delivery time is good, it's also a quality product. I dont know i think i just expected too much.",1
ok nice product.,1
okay lng namn po sya kaso.......may dumi sya pero ok lng namn po sya heheheh pede namn po takpan or lagyan ko na lng cguro ng design thanks po,1
okay naman to tama lang sa price nya,1
"Ok Naman sya pero Yung kulay na pinili namin maroon (Yung medyo ma redish) dumating violet at smaller than expected. Pero ang cute nung product, over all ayos Naman sya!",1
"Okay naman, pero Di ko expected na ganon lang pala yun, maliit kasi sya, at para konti lang ang mailalaman. Pero thank you parin ,na receive ko ng maayos. ",1
Okay naman sya. Ibang color lang yung nadeliver. Still thank you seller!,1
Maganda naman sya what you see is what you get and for the price pwede na sya at mura sana maganda den ang quality at sana tumagal sya,1
Okay naman sya kaya lang medyo ay puti² sya.,1
okey lang un wallet medyo may sira konti so far so good naman :),1
The product is ok...except for the color.. I ordered pink but they delivered a light orange color.. ,1
The item was ok pero medyo matagal yung shipment nila.. But anyway thanks..,1
Ok n mn ung item....txt po,1
Ok na PO Sana Kaya lng Mali ung dumating na kulay pink at black Sana order ko he blue at Violet Ang dumating,1
Good,1
ang ganda po...medyo worth it naman,1
okay naman kaso lang iba color dumating:((pero maganda naman siya lalagyann ng phone hehe,1
Okay po ung item kaso ung pink parang namumuti or sadyang ganun lang po siguro thank you so much po,1
ok naman quality...,1
Medyo ok na for the price,1
Ok nman xa un nga lng manipis,1
Ok naman ung quality kaso lng mali ung kulay na binigay,1
ok lng dn naman sana kaso d ng iinform si seller,1
Ok naman kaso wala pla lalagyan ng coins..kaya tama lng sa price,1
Okay lang nman para sa price nya.kaso Di nameet ang expectation ko,1
Okay naman wallet medjo manipis nga lang,1
OK rin complete order,1
Ok naman pero unh earphone basag nung dumating,1
I expected to much but it was okay,1
Nice,1
Well-packaged ok naman kahit napatagal ng konti yung pagdeliver unlike my first order before,1
ok naman kaso yung lagayan ng mga barya mukhang pang tatlong piso lang yung kaya,1
Okay na sana kaso yung order ko kulang ng isang bag Sana pwde pang irefund,1
Maganda naman yung quality ng item for the cheap price.,1
Ok nman cxa ksu mliit lng pla cxa,1
"Okay xa pero may konting mark ung gilid, ung lagayan naman nang coins sa loob ang liit ng space.",1
Okay naman sya cute kaso mali yung kulay na binigay.. ,1
Ang bilis ng delivery. Ok nmn quality ng wallet kaso prang madali lng masira ung tahi. Sana tumagal. Pwede na sa presyo nia.,1
"Okay naman siya. Di lang masyado makapit yung magnet. Pero over all, okay naman siya sa price niya. Thank you seller. :))",1
Ok lng..just lower ur expectations.,1
Ok quality. Fast delivery,1
Ok nman po malaki sa Picture pero super liit pla in person...,1
Ok nmn sya madami lng tlg mga sinulid Na Hindi maayos pag kakatahi.. maganda nmn sya,1
Ok nmn sya un lng ung damage lng tlga sa sinulid mukhang Hindi Matibay..ok nmn ung packaging,1
ok lng nman tama lng sa price thanks,1
Ok lang yung wallet cute cya ,1
"Okay naman siya. Di lang masyado makapit yung magnet. Pero over all, okay naman siya sa price niya. Thank you seller. :))",1
Good items,1
The item is good enough for its price...thanks seller...thanks kay rider...,1
Thank YOU i already received the items po,1
Ok quality. Fast delivery,1
Thank you seller ,1
Good quality naman po sya,1
okie naman yung wallet,1
dont expect too much ok na rin considering its price,1
okay lang pay for its price,1
"Ok lang, may kulobot na part pero presentable pa rin naman",1
Pwede na for its price. ,1
"maganda, sakto sa ini expect ko",1
"elegante, tama ang produkto na nasa picture",1
"ang kulay, ang laki sakto lang",1
Maganda naman kaso mej manipis pero worth the price,1
Quality is fine for its price. ,1
Okay lang for its price,1
Low quality was expected. Still thanks to the seller.,1
Maganda po for its price kaya lang hindi good yong packaging.,1
quality is ok for a cheap wallet I will recommend this to item who are not so posh on items ,1
Recieve Kona po . Overall ok naman po,1
Okay Lang Naman sya.,1
Affordable for it's price kaso may butas sya sa bills na lalagyan.,1
medyo maninipis yung loob pero ok naman overall.,1
Maganda naman ang wallet kaso manipis lang. ,1
Its nice naman. Mabipis pero maganda na siya for its price.,1
Ok na rin pero medyo disappointed ako dito.,1
"if ur looking for a pretty decent wallet, you can still use this. Ok nmn ung pagkakagawa ",1
oks lang responsive SI seller.,1
It looks nice di naman mukang cheap,1
kay pang gift talaga  sana tumagal iniisip ko lang sana ginawa na nila free yung box kahit magdagdag sa price parang amg hassle lang na separate order pa,1
over all ok naman sya nothing more to say thankU,1
Okay lang pero mainipis yung lalagyan ng atm cards ,1
"maganda yun wallet simple lang po,",1
Pwede na. Pang adult pala sya. Hahaha sana nagustuhan talaga ni bf. Tnx pa ren super laki nong wallet then di kasya ang card huehue,1
Maganda naman sya. Manipis lng talaga. Sakto lng sya sa price. Di naman pangit o ano. Expect mo nlng talaga na pang 69 pesos lng sya.,1
The packaging is good. But yung quality sobrang nipis lang pala.,1
okay na rin for its price. Sana lang tumagal siya sa akin.,1
"ok nman manipis lang tapos mahirap buksan parang matatanggal or mapupunit yung sa lock nia , maganda yung loob marami ka mailalagay",1
tama lang sa price at mabilis din dumating.,1
Nice for its price. Thank you!,1
Ok na ok siya kaso walang brand name sa luob ng crossed design..pero ok siya sulit.,1
Good quality naman pero kulang ng isa,1
Pero mali yung color ng na deliver but okay naman yung product,1
"okay lang Naman kaso,",1
Ok naman kaso anliit pala.. sakto lng cp q Kya Ang hirap isara pag nasa loob cp q,1
Ok nmn ang quality with the price. ,1
Ok nmn ung item kso ung strap ntatanggal. ,1
Okay lang. Pero yung wallet at pouch ay may konting puni,1
"Ok quality, you get what you paid for.",1
Excellent quality Responsive seller OK quality Will order again Will order again Item shipped on-time,1
Okay naman yung product kaso may dumi. Parang used na. Next time sellers make sure na all goods yung item nyo before nyo ipadeliver. Thanks. ,1
Ok naman siya kaso my 2 slices po sa gilid,1
Ok naman kaso sira PO Yung zipper Sana mapalitan!!!,1
"Expectation vs. Reality. However, maganda pa rin naman. ",1
Ok Naman Ang quality for its price,1
Ok lng nman ang quality sa price nya.,1
The item is good enough for its price...thanks seller...thanks kay rider...,1
as expected in the price...,1
What you pay is what you get. ,1
Sakto lang rin sa price na 60 pesos.,1
Ok naman kaya lang sobrang dark nung pagkabrown nya compare sa pics,1
Good naman product nila sakto lang sa price ,1
Okay naman maganda naman po ang product.,1
Ok nmn quality ng wallet kaso prang madali lng masira ung tahi. Sana tumagal. Pwede na sa presyo nia,1
tama lang sa presyo nya.,1
ok naman sya yung set nya na bag medyo manipis.,1
good buy for its price na din.,1
Good quality considering its pric,1
Okay naman quality ng mga items.,1
Ok naman kahit na nag chat na ako kay seller na yellow ang ipadala at blue ang dumating ok pa din naman. ,1
"For its price, okay naman. It's not perfect but it will do. Kung di ka maarte okay na okay to for you. Thank you!",1
Recieved the items complete and no damage...,1
"Goods naman yung product, what u see is what u get but dont expect too much sa quality kasi mumurahin lang naman pero okay na din ingat na lang sa pag gamit para di mabilis masira. :)",1
��,1
"It is nice in actual. You get what you paid for because it doesn't look like sturdy. Phone and wallet lang siguro ang dapay ilagay para hindi agad matanggal yung kapitan ng strap sa gilid. The strap looks cheap kaya kung may black na strap kayo from other bags, yun na lang ilagay nyo.",1
okay lang yung quality nya.. manipis lang yung tela pero ok lang naman for its price.. thank you seller sa mabilis na pagshil,1
"Got the items in good condition, thank you so much seller. God bless.",1
as good as its price. thank you seller,1
ok.nmn kaya lang may sira ung isa pero matatahi naman kaya ok.lang,1
But i think this is acceptable since the price is cheap. ,1
Cheap items so dont expect high quality.,1
"Ok nman, manipis ung color pink, green yellow blue. Parang sa raincoat lang ang nipis nya. Ok lang sa presyo nya",1
"Ok naman kumpleto lahat. Kya lang yung light pink, violet ang dumating....",1
"Maganda naman yung quality, considering its price.",1
Ok nmn lahat ng order ko in good conditions,1
Ok naman ang product. Mura na sya sa 10 pesos... ,1
pede na sa halagang 15 pesos hehehe... OK quality,1
Ok nmn un product.. un lng nipis .. ,1
ok naman lahat kaso may kulang na its pero na accrpt naman for refunds be responsible sa susunod,1
Ok naman maninipis lang tlaga xa pero muranaman,1
okay ako sa na order ko na black pero yung flamingo parang marumi na doon sa bandang pink ng zipper pero okay lang naman ang packaging at mabait si kuyang nagdeliver thank you na lang kay kuya,1
Items complete and ok. But plastic packaging for each items are torned and looked super old stock. You could have atleast checked and made sure that its all well packaged and not just put in shopee bag.,1
Good quality base on its price.. thanks seller you send me correct order. nice!,1
"Mukhang luma yung kulay, pero okay naman",1
Okay naman yung product sobrang tagal lang dumating considering na before sale ako nag order,1
pwede na for its price. Good quality will order again. Cheap price cute makeup clutch vag pouch di naman damage thank you,1
Quality is ok. Very fast delivery. Packaging is also great and very secured great colors. Thank you so much. I hope it doesn’t break easily.,1
Okay naman yung pouch pero iba yung itsura nya sa picture at sa personal. Maraming salamat parin sa maayos na pagdeliver sa akin.,1
okay lang naman yung product kaso nga lang di natahi yung isang side sa loob ng pouch. but i'm satisfied naman kasi merong dalawang bulsa sa loob ng pouch which is good for compartments,1
Ok nmn packaging my damage lng ung isang scarf may butas,1
"ok naman, kaso kulang po ng isang item order ko.. walang yung lock ng drawer.",1
"Maayos namang nakarating ang item kaya lang, hindi nasunod yung gusto ko’ng design because out of stock na yung choice ko. In fairness, I was informed by the supplier ahead of delivery. So lessons learned, mag order na kayo in the middle of the year sa mga items na meron Christmas motiff",1
At last natanggap ko na ahead o tym.. D man ito makapal d rin naman manipis ok lng sya sa kanyang presyo. Sana magustuhan ito sa nag oorder.. Nagustuhan ko naman deaign ny,1
You get your money's worth. Yung nasa picture ay talagang matingkad na pula pero faded yung kulay ng kurtina. Mahaba naman pero manipis. Naka default yung camera ko kaya pinapaganda lahat ang photos.,1
"Maganda po sya, khit manipis. Love it. Thank you seller, and ty, shoppee",1
Iba ang kulay sa picture masatingkad sya sa picture ok lang price nya sa quality nya pang isang gamitan lang siguro,1
Not so bad. Bad the there are no raffles at the top of the curtain. Sa picture kasi meron. Sana kung ani na sanoic ganOn din yong dadating ...,1
"Sa halanag 35-50 pesos, sakto na. Kung may sewing machine kaayu, doblehan nyo ng tahi kasi isang beses lang dinaanan ng tahi. Hahaha mas pulido pa tahi ng mini sewing machine ko dito eh.",1
Thankyouuuu so muchhhh seller super cute ng designs tho matagal lang dumating di sya on time iship hehe pero thankyou pa djn,1
Received the item.. aus lng nmn xa manipis nga lng tela kc mura lng nmn.. ok n hnd n nkksilaw ung liwang s my bintana..slamat seller en shoppee,1
Medyo na expectation vs reality tayo duon but okay lang din naman for its price. Ang nipis ng tela tas feeling ko kapag nalabhan yung mga kurtina magfafade kasi medyo faded na din nung dumating e.,1
"As I received the package there was a hole on it but the items are in good condition. Although mom was disappointed of the red christmas curtain because the color didnt look red, but the other two are great. Thanks seller",1
Maganda Kaso manipis,1
Received on time. Di naman nagtransfer yung kulay after laundry but dont expect too much. Maganda naman sa malayuan pero paghinawakan di ganon katingkad ang colors. Worth naman sa price kaya ok lang. Satisfied naman ako. I used 3 curtains for our window. Maganda naman pang backdrop. Stitches r ok.,1
"thankyouuu for always giving me good quality curtains. it's my nth time purchasing here. u dissapointed me sometimes but still, oorder parin naman ako. sana lang i ship out ninyo agad, di yung aabot pa ng ilang weeks. kung di ko pa icacancel, di nyo pa ipapaship out. pero la lang. thankyouu parin",1
"manipis po siya, pero sakto lang po sa price niya, napakatagal niya pung na e deliver kasi nong nov.11 ko po siya enorder tapos ngayun lang po siya dumating which is nov. 29 pero okay lang po sender, na delay lang po siguro dahil sa bagyo. salamat po seller, God bless po sa store niyo. ",1
magamda lahat kaso manipos lang pero no problem seller still okay pa rin ang items. Nakarating pa rin sa bundok char. Thank you. Wala na ko nakapicture kay gikuha man dayon oiiiiiiiiiiiiiiiiiiiiiiiiii,1
ayaan! kinabit ko na bago ko i video... okay naman worth the prize.. kaso iba lang yung nakalagay sa picture kasi yung nakalagay yung may hati sa gitna nung kurtina.... pero okay na din maganda din naman kahit pano...,1
Okay namannnnnnnnnnnnnnnnnnnnn medyo may kaibahan ang kulay sa picture mas maganda sa picture okay na dinnnnnnnnnnnnnnnnn,1
"Estimated delivery on time Product received as described Packaging is okay cons: I ordered 6 curtains, I only received 5 they replaced my item with mask that I did not approved I message them bakit incomplete, no reply twice. I completed the order since its the curtain is only 65 pesos",1
ayaaan meron na ulit yung order ko pamgalawang order ko na to. okay naman. sakto lng yung quality nya sa price.. hindi gaanong manipis yung tela niya,1
I got all my 12 orders right and with correct design I chose. The curtain was a bit too thin? Didnt read the description but the cloth is silk din pala. Mabait din yung nagdeliver hehe,1
thankyou for this po. been purchasing here for the nth time already. been dissapointed a lot of times but still oorder parin naman ako. hahaha ,1
Received the right design of the product. I am actually satisfied with its quality although its a little bit thin but all in all it really suits our living room. Thank you Seller,1
Super nice.....lighter in color than expected however.beautiful amd very Christmas looking.... Thin materials but still good quality..happy with purchase....,1
"Got my order...thank you seller and thank you sa courier na nagdeliber...ok naman nag items.. Ok din c seller nagsesend ng picture ng order .. Thank you,till next order....",1
I ordered this curtain for Christmas and i do love ittt..... Medyo manipis siya pero yun ang prefer ko which is good. Thank you for this seller.... ,1
Medyo manipis after labahan but siguro reasonable for the price. Mura lang naman. Fast shipping despite the pandemic and recent Ulysses.,1
Nako isang piraso Lang Pala to di ko Alam di ko nabasa OK naman ung item maganda salamat dumating agad baka order ulit ako isa Lang to eh bitin sa bintana ko,1
WOWWWWWWW SUPER GANDAAAAA MANIPIS NGA LANG PERP WORTH JT HAHAHAHAHAHAHA. THANK YOUUUU PO. WILL ORDER AGAIN. SHOPEEEEEEE. Winner!!!,1
"May kanipisan, ibang iba sa kulay na dapat red. Kulay faded maroon in real life. Okay na rin para sa presyo",1
"Okay naman for the price. Just don’t expect too much kase manipis talaga yung tela ng curtain. Medyo pale din yung color, unlike sa picture.",1
Maganda sya although manipis ok lng sakto sa presyo nya. Very accommodating seller! Maayos pagkapack order ulit ako salamat!,1
"very nice po. sobrang nagustuhan namin ni mama. 4 star bc may mantsa ng ink ung iba, pero not super noticeable naman. thank you~ :)",1
The design looks good but the cloth quality was not worth the price. The colors can easily stain on skin. ,1
"Thank you shopee, second time ko na din Kay seller thank you seller, mabagal nga lng sa delivery hub, thank you again till next transaction",1
"Salamat seller, salamat din Kay kua nag deliver kahit umabot ng 3 weeks bago ko na tanggap oorder pa din ako thank you so much",1
Thank you seller......worth it po hung Kurt in a sa price nya....maganda yung tela medyo manipis lng....well order sgain,1
Mas okay sana kung yung order ko is nasunod kaso wala na daw eh kaya yan ang pinalit ni seller.. btw thank you,1
Thank you po seller..maganda Ang tela malambot..medyo manipis nga lang pero okay nman sa price nya..,1
"ok nman sya kso sobrang nipis lng po ehh,,,,,, slmt po ky kuya driver slmt seller my 5star parin kau skin at ok nman po pgkabalot slmt shopee s uulitin",1
"Maganda yong isa , pero yong mga Christmas curtains na pnadala nyo napakapangit ""trusted shop"" ko pa naman to pero dsmayado ako sa natanggap ko ngayon, kung malapit nga lang sarap isauli",1
Manipis lang yung tela syempre nmn mura lang ang price. Cute naman mga design mabilis din nadeliver,1
Maganda din at mabilis dumating Midyo manipis lang ang tila niya... Pero pwde na rin.. Thank you..,1
Bilis dumating 3days LNG kaso ang isa ko pong order hindi tugma ang size Yong isa naman may butas... Sana po Hindi na mauulit next KO na order.. Thank You seller God bless po,1
"Ok yung design pero,pero napaka nipis mahaba sya pero ontinf space lang para sa bintana.For me po 2/10 .",1
Ok nman pero ung isang design maiksi ung width thank you pa rin,1
Thank you!!! Worth it to buy!!! Minipis lang Ang tela dahil mura pero okay na Rin. Yun lang thank you ulit..............,1
"okay naman po syang dumating saakin walang sira okay packaging walang butas,kaso lang po ibang iba sya sa picture compare sa personal ang nipis po and di katingkadatan ang kulay pero okay naden po dahil 49pesos lang naman medyo sulit den kaya lang nakakadismaya onti thank u po.",1
Ok na Sana ..kaso ung isa my damages..buti nlng kumare q ung nag-order..pero thank nlng din..,1
"First time to order here, so far okay naman ang product yun nga lang the color is faded. Not same sa picture pero maganda naman siya and complete orders, so thank you.",1
Sorry po pero puwede na kasi mura po kasi di kagandahan tela at medyo kupas kulay.pero mabait naman yung nadeliver,1
Maganda naman ang items kaya lng minadali ang pagtatahi next time huwag madaliin ok lng matagal dumating basta maayos ang pagtahi....mabait c manong rider thank you seller and rider...,1
Maganda ung green kaso ung pang pasko na kurtina faded Ang kulay mykhang luma ...anyway 5 stars pdn kz affordable,1
magandaaa pero manipis pero okay langggg,1
Ok naman po ung item tnx,1
Wrong item received basta nalang ano pinadala di manlang nag inform c seller manipis din compare sa ni live nila . Okay lang mura lang kasi e. Thanks na din .,1
First time Kong omorder ng curtain sa inyo sa pic Kasi ang pula pero pagdating Hindi sya gaano ka pula pero okay lang Naman maganda sya...,1
"Mabilis dumating, medyo may kainipisan lang po yung tela. Pero okay na din.",1
Mabilis dumating kaso sobrang nipis at kupas na ang kulay. Ibang iba sa picture kesa sa actual.,1
"Ok nman.. Worth the price, will surely buy again.. Mabait ang courier...........................................",1
"Ok lang, pero yong MC-2002 Curtain Hindi Tama Ang size Ang order ko 140X180cm, tapos Ang dumating 100X210cm.",1
"OK na Sana lahat kaso kulang ang black ko ng isa, dpt apat apat yn",1
Iba talaga yung nasa picture kaysa personal. Pero okay lang namn dahil swak then sa budget,1
"Ok lang ang item ang dali din nang delivery..salamat po,sa uulitin..",1
"Okay nmn siya pati ang length, kupas na red nga lang",1
"looks good, kasya sya sakin and may medyo space pa na naging mas better kase lalaki rin naman na paa ko after so many many months if buhay patong sapatos kase burara ako Di naman sya mukang Mura Iloveit, IloveyoutooBalikkanamissnakita haha charot Gustp kolang pahabain kase uhaw ako sa coins",1
"Received the item after a day I placed my order! Although there isn't a box to protect the shoes, fortunately, there is no damages at all. Regarding the shoes, I can say it is a high quality one for its affordable price, which I love. I'm a 39 and I sized it up to 40, which fits me perfectly. Thanks",1
"grabe the best yung shoes !!!!! ganda ng quality talaga,, downside lang walang kahit anong protection yung shoes hahah pero it's fine since okay naman siya dumating, will surely recommend!! thank uu",1
Ang ganda ng quality ng shoes. Worth it!!! Problema lang yung packaging may butas pero okay naman good condition naman yung items. Thank you so much seller!,1
Bakit malilit yong size kahit nag add na ng 2 size hahays! Sana may box na sa susunod. okay namn maganda naman yong shoes,1
Maganda naman iyong item kaso walang box. Nakabukas pa ung plastic kala ko nasira na ung sapatos haha buti nalang hindi. Ganda ng sapatos sana my box na next time.,1
Ang nipis para see-through. Expextation vs reality. Ganda sa picture pero ang layo sa personal lalo na yun color para faded pero okay narin sa price niya minsan lang naman magagamit. Thank you parin sa seller at shoopee.,1
At last natanggap ko na ahead o tym.. D man ito makapal d rin naman manipis ok lng sya sa kanyang presyo. Sana magustuhan ito sa nag oorder.. Nagustuhan ko naman deaign ny,1
Ok for its price. Huwag magexpect ng bongga sa ganitong presyo alam na. Faster delivery well package. Thank you sa seller. Vid and pic for coins.,1
You get your money's worth. Yung nasa picture ay talagang matingkad na pula pero faded yung kulay ng kurtina. Mahaba naman pero manipis. Naka default yung camera ko kaya pinapaganda lahat ang photos.,1
Iba ang kulay sa picture masatingkad sya sa picture ok lang price nya sa quality nya pang isang gamitan lang siguro,1
Not so bad. Bad the there are no raffles at the top of the curtain. Sa picture kasi meron. Sana kung ani na sanoic ganOn din yong dadating ...,1
ok lang,1
"If you aren’t brand conscious, it’s ok.",1
I love the items. Very well packed. Order ulit ako. Thanks shoppee thanks seller.,2
Thank you shopee seller . Nagustuhan ng mami ko apra sa salamin nia tpos pwede din sa mask . Godbless,2
Super gandaaaa,2
Nice!!,2
Maganda naman siya. Katulad ng nasa picture. Maayos ang package although nasa plastic lang talaga at walang ibang lagayan.,2
Thank you so much,2
Ang cute at ang ganda salamat seller,2
"Thanks maganda po ung item nio.,",2
Ganda bilis pa dumating,2
Very nice...,2
Grabe bilis ng pagkakaship nito sa amin. Halos 5 days lng nandito na nadelay lng ng konti dahil sa bagyo pero okay naman naideliver naman ng maayos. Okay ang item na ito kasi walang kahit anong damages at maganda din pagkakapack niya. At gumagana siya.Thank you seller. And thank you din kay rider.??,2
Maganda sya and mura fast shipping den po sya will order again actually umorder na ulit ako thank you ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,2
